Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1992,0.876,3.621,1.096,0.482,0.253,0.564,2.339,-999.0,6.333,
1993,0.757,3.038,2.057,0.797,0.362,0.657,2.385,-999.0,4.0,
1994,1.252,4.012,1.331,0.512,0.596,0.231,2.48,-999.0,6.667,
1995,1.096,4.272,1.491,0.635,0.961,1.309,2.675,-999.0,2.667,
1996,2.51,3.468,1.622,0.542,1.418,0.879,2.43,-999.0,7.333,
1997,0.85,3.984,1.067,0.531,0.612,0.655,2.909,-999.0,4.333,
1998,1.699,4.293,1.687,0.824,1.301,0.815,3.375,-999.0,3.0,
1999,1.46,3.473,1.24,0.653,0.914,0.427,2.015,-999.0,3.667,
2000,1.262,2.739,1.6,0.481,0.291,0.607,2.269,-999.0,4.0,
2001,1.01,3.93,1.408,0.668,0.544,0.363,2.689,-999.0,4.333,
2002,1.033,4.1,1.546,0.581,0.53,0.577,2.556,-999.0,5.0,
2003,1.409,3.864,1.288,0.443,1.006,0.418,2.019,-999.0,3.0,
2004,1.914,4.466,1.716,0.44,0.347,0.81,2.925,-999.0,9.333,
2005,2.262,3.195,1.37,0.617,0.806,0.769,1.675,-999.0,5.0,
2006,1.879,3.476,1.457,0.551,0.899,0.567,2.082,-999.0,5.333,
2007,1.529,2.61,1.626,1.055,0.628,0.273,3.231,-999.0,2.0,
2008,1.702,3.844,2.438,0.86,0.347,0.543,2.523,-999.0,5.667,
2009,0.914,5.092,1.606,0.397,0.637,0.45,2.716,-999.0,5.667,
2010,2.333,3.341,2.043,0.879,0.389,0.629,2.338,-999.0,2.0,
2011,2.515,4.039,1.642,0.697,0.48,0.359,1.283,-999.0,3.667,
2012,1.387,3.159,1.014,0.296,1.273,0.396,1.593,-999.0,0.333,
2013,1.705,4.673,1.815,0.699,0.37,0.214,2.257,-999.0,2.667,
2014,1.529,3.689,1.889,0.915,0.373,0.566,2.0,-999.0,7.0,
2015,1.159,4.546,2.266,0.808,0.869,0.301,4.492,-999.0,9.333,
2016,1.245,3.995,1.796,0.762,0.901,0.572,2.936,-999.0,4.333,
2017,1.323,4.343,1.799,0.654,0.988,0.979,2.436,-999.0,3.0,
2018,1.763,4.946,2.207,0.724,0.451,0.578,3.29,-999.0,7.0,
2019,0.899,4.283,1.691,0.979,0.483,0.823,2.911,-999.0,5.0,
2020,1.328,5.262,1.601,0.435,0.457,0.138,2.027,-999.0,3.5,
