Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
2000,0.256,0.754,0.342,0.093,0.087,0.102,0.553,0.396,1.609,
2001,0.239,1.218,0.249,0.067,0.161,0.075,0.802,0.375,1.597,
2002,0.132,1.172,0.49,0.056,0.237,0.21,0.816,1.04,2.836,
2003,0.224,1.222,0.332,0.072,0.346,0.076,0.6,1.34,1.474,
2004,0.765,1.426,0.35,0.06,0.131,0.182,0.84,1.38,3.948,
2005,0.739,1.18,0.322,0.089,0.209,0.213,0.424,0.396,2.438,
2006,0.479,1.007,0.32,0.066,0.469,0.114,0.67,1.26,3.536,
2007,0.307,0.682,0.407,0.187,0.351,0.053,1.108,0.98,0.674,
2008,0.419,1.441,0.759,0.092,0.169,0.138,0.803,1.1,2.872,
2009,0.253,1.427,0.355,0.052,0.253,0.091,0.706,1.18,2.527,
2010,0.795,0.944,0.523,0.093,0.142,0.204,0.803,0.208,0.748,
2011,0.693,1.283,0.308,0.085,0.24,0.068,0.33,0.92,1.209,
2012,0.428,1.004,0.217,0.03,0.33,0.131,0.544,0.58,1.5,
2013,0.367,1.277,0.454,0.097,0.105,0.05,0.636,1.0,1.461,
2014,0.285,1.137,0.441,0.18,0.144,0.138,0.456,1.393,2.735,
2015,0.244,1.377,0.504,0.092,0.423,0.065,1.517,0.417,4.045,
2016,0.18,1.331,0.451,0.103,0.285,0.144,0.869,0.98,2.917,
2017,0.33,1.498,0.462,0.089,0.26,0.265,0.939,0.438,2.3,
2018,0.324,1.427,0.504,0.105,0.125,0.12,1.093,0.542,3.9,
2019,0.182,1.086,0.367,0.173,0.246,0.167,0.835,1.04,1.574,
2020,0.203,1.658,0.345,0.04,0.19,0.028,0.568,0.458,3.104,
