Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1939,49.63,78.73,79.7,78.23,73.17,65.1,69.27,74.33,80.03,79.03,-999.0,72.1,61.73,73.63,72.9,78.43,75.33,81.53,68.07,74.03,64.4,67.0,67.33,75.97,80.23,62.43,76.5,67.13,73.2,65.33,72.1,71.3,69.83,67.23,71.77,81.4,62.6,69.53,68.33,79.6,70.93,76.03,82.1,68.87,73.83,64.67,61.83,67.67,71.13,62.07
1940,51.37,77.97,76.8,79.13,73.63,65.9,66.67,72.63,80.47,78.3,-999.0,72.13,64.5,74.13,73.43,76.87,74.67,79.27,65.67,72.43,62.4,65.73,66.03,74.93,78.27,65.03,75.63,67.43,73.77,63.2,69.77,70.8,71.33,64.93,71.57,78.2,64.2,67.57,65.9,78.6,71.33,74.87,79.63,71.07,72.43,62.7,63.3,66.47,70.23,64.87
1941,51.1,79.37,79.07,75.0,70.8,63.17,67.97,72.53,81.03,79.57,-999.0,72.63,61.9,74.67,73.43,75.97,76.07,81.2,66.97,72.67,62.93,66.77,67.47,76.9,80.33,63.97,76.2,67.67,72.07,63.97,70.53,68.37,66.87,66.37,71.5,78.83,62.07,68.27,67.33,79.17,70.93,77.13,79.7,66.57,73.47,63.43,63.0,67.67,71.1,62.33
1942,50.97,78.63,78.73,77.63,72.67,64.07,68.17,73.63,81.0,78.97,-999.0,71.3,61.37,73.27,72.7,75.93,75.53,80.73,66.87,73.47,63.37,65.83,64.97,75.07,79.8,61.33,76.63,64.37,71.57,64.13,71.1,70.6,69.2,66.07,71.43,79.1,62.07,68.37,67.47,79.53,68.2,76.23,80.47,68.47,73.8,63.57,62.53,65.93,71.17,61.83
1943,50.73,81.13,82.07,76.97,70.17,65.47,70.23,75.6,80.93,80.37,-999.0,72.8,60.07,75.63,74.77,79.13,77.43,82.73,68.73,75.87,62.7,67.33,67.53,77.67,82.57,61.47,77.4,66.07,73.53,64.8,73.1,71.9,66.63,67.67,73.0,83.1,59.93,70.6,69.3,80.33,70.6,78.6,82.7,67.77,75.4,64.27,60.23,68.6,72.57,62.3
1944,50.93,79.43,79.87,75.87,69.7,63.87,70.0,74.0,80.87,78.83,-999.0,71.3,59.57,74.93,74.6,76.47,76.53,82.2,68.8,74.03,64.2,67.47,66.03,75.9,80.83,60.13,75.53,64.9,71.07,65.4,72.6,70.73,65.57,67.73,72.97,80.73,60.37,69.87,69.53,78.57,67.93,76.83,82.1,66.5,73.7,65.1,61.8,67.5,71.13,60.23
1945,48.97,79.0,77.23,76.53,72.5,63.13,68.03,72.93,80.53,78.6,-999.0,68.77,61.0,71.2,70.6,74.1,73.53,80.53,66.8,72.47,62.93,63.8,63.87,73.13,79.17,61.77,75.37,64.03,68.97,63.93,70.53,70.63,67.43,65.5,69.63,77.8,62.07,67.83,67.6,78.6,66.77,74.77,80.73,66.8,72.7,63.63,62.13,63.87,69.63,60.1
1946,50.5,77.2,78.17,77.87,72.17,65.47,66.37,70.8,79.9,77.57,-999.0,70.0,62.43,72.2,70.87,77.83,73.0,79.9,65.57,70.77,62.0,64.7,65.47,74.93,78.1,62.5,73.87,66.27,72.13,62.8,69.13,71.93,69.1,64.13,68.9,80.57,61.8,66.33,66.0,77.2,69.1,74.13,81.5,69.57,70.97,62.13,61.27,65.4,68.5,62.57
1947,49.5,78.07,79.6,76.7,70.57,64.03,68.37,72.93,79.63,77.5,-999.0,72.27,60.8,74.0,72.43,76.97,74.07,81.33,67.73,72.53,64.4,66.8,67.17,76.27,79.47,62.53,74.37,66.93,72.0,65.63,70.9,71.2,66.7,67.2,70.8,80.43,60.13,68.7,67.9,77.3,70.2,74.9,81.77,66.9,72.43,65.37,60.6,67.43,70.07,61.27
1948,48.53,79.23,78.7,77.07,70.6,64.3,68.47,73.23,80.5,78.7,-999.0,71.73,61.43,73.37,72.53,75.8,74.53,82.4,67.27,72.77,62.8,66.2,66.63,74.87,80.53,62.33,75.73,66.6,71.63,64.27,71.37,71.6,67.3,66.23,71.07,79.5,60.73,68.37,68.03,78.87,69.13,75.8,82.57,67.77,72.97,63.63,61.1,67.17,70.37,62.37
