Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1936,8.23,53.13,46.2,54.83,54.07,37.27,30.67,36.67,66.47,53.47,-999.0,19.7,29.2,28.4,30.43,37.0,38.23,57.87,29.93,35.8,21.9,22.3,9.8,34.37,53.13,21.27,45.77,6.27,27.57,24.7,33.27,48.1,42.83,25.2,29.97,45.9,37.17,28.8,32.07,51.17,16.5,42.57,57.13,38.97,39.3,22.47,33.4,16.8,34.93,27.6
1937,12.97,60.6,52.07,49.4,48.33,35.0,40.97,47.2,72.63,60.93,-999.0,28.13,27.07,37.73,40.4,39.4,48.93,63.3,39.67,45.87,30.67,31.37,17.13,41.3,60.37,20.97,54.03,12.43,31.0,34.67,44.27,47.13,34.83,36.03,41.7,48.07,34.47,39.4,42.1,58.67,21.57,52.07,59.0,31.77,48.33,33.23,32.2,25.13,45.53,25.6
1938,7.83,59.57,53.2,55.87,54.27,39.0,35.63,44.3,69.63,59.97,-999.0,30.97,35.2,37.3,38.6,44.3,46.83,62.53,34.73,43.77,25.13,27.83,19.7,43.1,59.6,29.23,52.43,17.97,37.87,29.43,40.53,49.67,43.9,31.0,38.4,51.2,40.7,36.13,36.27,57.63,28.2,50.53,59.9,40.67,46.93,27.47,37.97,24.5,43.13,32.47
1939,10.97,60.43,54.03,51.7,53.0,35.43,36.6,46.07,72.5,61.27,-999.0,33.2,32.7,39.2,40.23,45.87,48.5,63.63,35.9,45.17,26.1,29.2,20.07,45.23,60.4,30.7,55.37,19.67,37.97,30.33,41.73,46.83,41.03,32.07,40.07,52.17,39.87,37.47,38.13,60.37,30.2,51.93,60.33,35.17,48.8,28.73,37.97,25.7,45.03,29.57
1940,16.53,52.43,47.8,57.13,55.4,38.67,33.23,39.5,65.63,53.9,-999.0,29.07,36.43,33.4,33.73,38.13,40.2,57.17,32.37,39.07,24.83,28.57,23.43,37.37,52.97,30.0,47.9,23.4,33.83,27.37,36.67,49.43,45.53,27.47,33.17,47.0,42.23,32.13,34.6,52.83,28.6,43.67,57.83,41.4,42.1,24.27,40.1,25.87,37.2,33.03
1941,13.97,57.1,52.93,54.83,54.63,38.97,34.57,42.7,68.6,57.8,-999.0,30.93,36.33,37.37,37.9,42.47,45.4,61.23,34.0,42.2,25.2,28.87,21.8,42.83,58.13,34.77,51.3,23.03,36.13,28.83,38.87,49.4,44.63,30.03,37.13,50.4,42.27,34.8,36.37,56.13,30.87,49.1,59.0,38.97,45.47,26.63,40.53,25.87,41.53,34.5
1942,17.63,56.33,51.13,53.67,52.5,36.07,35.53,43.4,67.87,57.07,-999.0,32.23,30.5,37.4,37.6,42.53,44.53,59.83,34.97,42.9,25.7,29.4,25.7,42.87,56.4,29.73,51.13,27.3,35.97,29.7,39.37,48.8,39.93,30.2,37.1,51.0,37.7,35.03,37.4,55.73,33.63,47.53,58.8,36.53,45.83,27.33,37.1,27.7,41.23,29.33
1943,4.27,60.1,54.97,58.07,55.33,42.3,33.53,43.2,71.6,60.47,-999.0,29.1,32.77,37.13,38.13,45.3,46.8,63.47,32.53,42.23,23.6,26.67,17.7,43.97,60.2,28.53,53.03,17.1,39.77,27.2,38.47,52.7,45.73,28.17,37.0,53.23,39.77,34.17,34.63,57.97,28.73,50.43,63.33,42.13,46.73,24.9,35.87,22.97,42.03,33.8
1944,15.77,59.0,52.67,52.47,52.23,37.37,35.33,43.87,71.73,60.17,-999.0,36.67,32.83,39.6,40.3,43.1,46.97,62.03,34.63,43.77,24.73,31.4,27.7,43.87,58.6,34.37,52.9,28.4,39.4,28.7,39.9,46.47,39.93,30.87,39.17,49.17,39.07,36.37,36.8,58.3,34.4,50.13,58.47,35.47,47.4,26.7,37.67,30.8,42.63,30.9
1945,18.17,58.0,49.53,55.2,54.17,39.13,33.17,40.4,70.03,58.33,-999.0,28.23,33.67,33.23,33.9,40.9,42.1,61.53,32.83,39.73,24.37,25.67,21.2,38.9,57.43,31.6,50.2,22.87,35.8,27.4,36.3,49.97,42.67,26.87,32.8,48.27,39.87,31.73,35.07,56.3,30.7,46.57,59.13,41.2,43.83,24.77,38.0,23.23,38.53,31.8
1946,11.53,56.7,51.53,53.8,52.77,39.3,33.83,42.87,69.83,57.87,-999.0,30.83,32.07,36.97,37.5,45.87,45.13,60.4,32.57,41.97,23.57,27.8,18.4,43.1,56.9,31.33,50.47,19.07,38.97,27.2,38.53,48.43,42.13,29.33,37.17,51.6,39.2,34.47,34.8,56.23,31.57,48.07,59.7,37.47,44.87,25.5,38.03,24.0,41.07,32.0
1947,4.57,58.67,52.6,57.57,54.73,40.13,37.73,46.2,71.3,60.33,-999.0,32.5,34.6,38.13,38.53,45.27,45.93,60.7,36.7,45.2,26.43,29.13,21.57,43.67,57.87,30.27,53.73,21.9,38.63,30.6,41.97,50.9,45.37,31.9,38.13,51.53,41.83,37.0,39.67,59.13,31.13,49.3,58.47,40.7,48.17,28.73,38.5,26.47,42.8,33.03
1948,12.87,56.5,48.77,53.93,54.6,35.87,32.33,40.13,70.2,57.33,-999.0,30.13,33.67,36.07,36.2,39.93,43.77,58.3,31.47,40.13,22.87,26.53,18.37,40.97,55.13,31.0,49.33,19.6,35.17,26.53,36.33,46.67,43.37,27.77,35.4,46.63,40.33,33.3,33.43,54.6,28.3,46.97,56.67,37.4,44.53,24.3,37.13,23.5,40.03,30.13
1949,7.07,62.07,53.43,48.67,46.63,33.83,40.37,49.0,75.47,63.67,-999.0,28.9,24.1,38.93,41.9,38.67,50.57,64.3,39.47,48.4,29.6,31.5,19.1,42.53,61.47,20.47,57.23,13.87,29.03,34.2,44.8,45.47,32.93,35.6,42.97,47.63,32.57,40.73,41.6,62.73,23.33,53.23,58.27,29.97,51.9,32.5,30.1,25.87,47.87,23.57
1950,7.87,64.8,56.27,55.8,52.2,41.1,38.8,49.13,75.17,64.83,-999.0,31.7,31.23,41.07,42.67,46.93,51.0,67.6,38.1,48.53,28.03,30.8,17.83,46.2,64.6,22.83,57.7,11.07,37.0,32.03,44.17,52.3,43.37,34.63,43.0,53.93,36.43,40.03,40.67,62.83,24.3,55.2,63.17,37.6,52.13,30.93,31.53,25.63,48.17,31.3
1951,7.43,57.47,51.8,58.2,54.5,40.4,38.87,45.03,69.03,58.33,-999.0,28.2,33.97,34.37,35.87,45.5,44.4,61.77,38.37,43.87,29.9,27.37,17.4,42.23,57.37,29.37,51.9,16.77,39.27,33.03,41.47,52.6,45.7,31.97,36.2,52.43,40.77,35.8,40.9,56.47,30.87,48.23,61.87,40.9,47.07,30.4,38.27,21.87,42.0,33.73
1952,8.27,62.17,56.33,52.73,50.13,37.1,38.67,47.03,72.27,62.5,-999.0,31.3,28.53,39.63,40.77,46.3,49.07,66.8,37.6,46.3,27.87,30.13,20.5,45.17,63.1,24.97,55.37,16.57,35.9,31.63,43.13,49.9,38.5,33.37,40.37,55.27,36.27,38.47,40.23,60.7,25.3,53.13,64.77,33.9,49.77,30.13,34.07,26.3,45.9,29.6
1953,8.97,58.97,54.57,56.43,54.8,39.87,40.3,47.13,70.23,59.53,-999.0,31.9,36.8,40.33,41.33,46.83,48.77,62.7,39.2,46.5,30.13,31.77,23.1,45.2,59.53,35.17,54.07,26.23,38.03,33.63,43.9,50.63,46.4,34.87,41.33,53.73,42.73,39.37,41.27,58.47,32.3,51.77,61.87,41.13,49.27,32.1,41.13,27.47,45.13,34.67
1954,6.23,59.83,55.4,58.07,55.97,42.67,40.13,47.8,71.37,61.0,-999.0,37.07,36.17,42.4,42.4,48.0,48.77,64.2,39.1,47.07,29.93,32.17,23.97,47.6,60.33,33.47,54.57,25.43,42.07,33.33,44.13,52.23,46.4,34.47,41.73,55.57,42.5,39.5,41.5,59.6,35.5,51.83,62.37,41.57,49.8,31.33,38.23,29.4,45.13,36.9
1955,6.8,57.27,52.57,52.03,50.4,36.17,36.47,43.33,69.13,58.47,-999.0,30.3,29.33,37.2,37.57,43.37,44.23,62.53,35.67,42.43,26.67,28.5,20.9,42.6,57.83,30.83,50.93,22.7,35.23,29.73,39.63,48.07,37.83,29.67,36.83,52.03,38.1,34.77,37.9,56.43,29.93,48.2,60.47,33.13,45.5,26.87,36.5,25.07,40.23,30.0
1956,4.6,58.23,51.6,56.8,52.37,39.2,34.3,41.77,70.03,59.13,-999.0,28.87,31.3,36.67,37.27,41.3,44.73,62.8,33.27,41.63,26.0,28.13,17.97,41.63,58.47,25.83,50.73,15.9,32.3,28.27,38.43,50.93,42.9,28.83,36.57,50.33,37.83,34.33,35.43,56.73,23.77,48.87,60.9,40.6,45.1,26.23,33.23,24.67,40.47,30.73
