Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1947,-999.0,478.0,437.0,655.0,175.0,30.0,35.0,148.0,927.0,381.0,-999.0,155.0,28.0,147.0,142.0,394.0,235.0,691.0,26.0,147.0,2.0,68.0,36.0,289.0,540.0,7.0,273.0,16.0,184.0,8.0,91.0,132.0,405.0,56.0,109.0,538.0,20.0,70.0,34.0,398.0,75.0,312.0,713.0,46.0,176.0,8.0,8.0,62.0,128.0,18.0
1948,-999.0,269.0,252.0,650.0,127.0,34.0,36.0,83.0,938.0,230.0,-999.0,115.0,25.0,102.0,109.0,232.0,152.0,453.0,22.0,92.0,3.0,61.0,57.0,177.0,307.0,16.0,161.0,76.0,147.0,8.0,62.0,106.0,360.0,46.0,83.0,324.0,9.0,44.0,32.0,242.0,111.0,172.0,502.0,47.0,99.0,4.0,4.0,58.0,75.0,29.0
1949,-999.0,370.0,198.0,634.0,165.0,12.0,19.0,89.0,892.0,296.0,-999.0,29.0,47.0,33.0,45.0,115.0,109.0,607.0,10.0,88.0,0.0,15.0,5.0,75.0,425.0,6.0,196.0,12.0,44.0,0.0,47.0,94.0,366.0,26.0,34.0,211.0,23.0,26.0,14.0,323.0,21.0,165.0,560.0,47.0,103.0,0.0,15.0,9.0,58.0,8.0
1950,-999.0,315.0,267.0,665.0,138.0,5.0,3.0,63.0,830.0,265.0,-999.0,70.0,30.0,75.0,82.0,183.0,141.0,545.0,0.0,67.0,0.0,24.0,19.0,154.0,384.0,5.0,200.0,20.0,77.0,0.0,27.0,85.0,349.0,13.0,55.0,315.0,18.0,22.0,6.0,301.0,41.0,186.0,608.0,32.0,103.0,0.0,10.0,18.0,71.0,5.0
1951,-999.0,402.0,264.0,604.0,163.0,4.0,22.0,111.0,901.0,347.0,-999.0,25.0,27.0,44.0,64.0,112.0,134.0,580.0,21.0,122.0,0.0,18.0,2.0,101.0,455.0,1.0,242.0,5.0,30.0,5.0,59.0,121.0,344.0,33.0,55.0,299.0,27.0,44.0,26.0,371.0,12.0,202.0,617.0,32.0,143.0,3.0,13.0,5.0,79.0,2.0
1952,-999.0,226.0,214.0,761.0,198.0,20.0,31.0,91.0,828.0,205.0,-999.0,68.0,49.0,64.0,73.0,211.0,118.0,376.0,24.0,89.0,5.0,30.0,23.0,131.0,274.0,20.0,159.0,45.0,122.0,9.0,59.0,90.0,418.0,42.0,59.0,308.0,41.0,42.0,33.0,249.0,88.0,129.0,456.0,62.0,100.0,8.0,19.0,21.0,59.0,21.0
1953,-999.0,347.0,358.0,632.0,161.0,24.0,39.0,119.0,785.0,260.0,-999.0,90.0,52.0,106.0,116.0,285.0,186.0,540.0,29.0,113.0,2.0,36.0,25.0,232.0,414.0,16.0,209.0,23.0,133.0,8.0,79.0,101.0,384.0,48.0,81.0,393.0,29.0,51.0,38.0,315.0,63.0,217.0,567.0,54.0,138.0,4.0,15.0,32.0,83.0,18.0
1954,-999.0,468.0,416.0,716.0,119.0,30.0,18.0,152.0,801.0,388.0,-999.0,95.0,23.0,127.0,149.0,345.0,246.0,617.0,7.0,170.0,0.0,40.0,12.0,256.0,513.0,7.0,306.0,11.0,152.0,0.0,71.0,145.0,360.0,30.0,110.0,504.0,8.0,61.0,18.0,440.0,53.0,308.0,696.0,37.0,212.0,0.0,5.0,26.0,128.0,19.0
1955,-999.0,392.0,339.0,681.0,157.0,16.0,19.0,110.0,831.0,312.0,-999.0,97.0,26.0,100.0,128.0,262.0,231.0,575.0,11.0,109.0,0.0,41.0,18.0,209.0,451.0,6.0,226.0,16.0,138.0,0.0,58.0,118.0,380.0,34.0,100.0,383.0,12.0,44.0,16.0,333.0,63.0,272.0,606.0,38.0,133.0,0.0,6.0,29.0,117.0,11.0
1956,-999.0,300.0,317.0,662.0,178.0,24.0,4.0,75.0,758.0,237.0,-999.0,76.0,32.0,92.0,85.0,335.0,135.0,530.0,2.0,71.0,0.0,19.0,13.0,231.0,375.0,10.0,174.0,9.0,137.0,0.0,33.0,137.0,388.0,13.0,43.0,489.0,17.0,16.0,6.0,265.0,54.0,183.0,674.0,50.0,97.0,0.0,8.0,18.0,54.0,16.0
