Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1939,29.43,77.1,77.3,73.8,73.87,62.9,59.77,66.07,82.03,77.3,-999.0,66.33,58.57,68.37,68.1,74.0,72.43,79.67,59.23,66.23,51.87,57.2,56.57,72.33,78.17,58.73,72.63,57.93,68.7,55.4,63.67,68.57,65.5,57.1,66.27,78.43,61.7,61.5,60.17,76.33,64.57,73.93,79.3,62.73,68.5,54.13,59.13,58.1,66.73,59.17
1940,35.03,77.13,74.3,73.2,70.87,59.73,58.6,64.03,81.23,76.6,-999.0,63.0,53.6,66.4,65.73,69.77,70.1,78.23,57.9,63.93,51.5,55.43,54.73,69.73,77.0,54.47,71.27,56.13,65.43,54.0,61.6,67.8,63.0,55.03,62.63,73.93,57.1,58.53,58.87,75.33,61.93,72.0,77.7,59.73,66.8,53.0,56.37,55.93,64.17,55.27
1941,32.63,79.4,75.13,72.37,70.43,58.47,64.4,71.67,83.43,79.43,-999.0,62.67,53.07,66.47,67.27,68.43,72.73,79.6,63.6,71.5,53.8,58.1,54.53,68.7,78.8,52.33,76.57,53.23,63.63,58.37,68.63,66.73,61.53,60.6,66.57,73.03,57.1,65.03,64.67,79.5,59.43,74.83,77.77,58.37,73.33,57.13,54.97,56.9,69.3,52.9
1942,32.37,77.3,74.63,76.8,73.1,60.8,61.97,68.1,83.57,77.73,-999.0,60.93,56.5,64.77,65.07,68.0,69.07,79.87,61.13,67.37,55.3,56.43,53.03,68.2,78.33,54.4,72.93,54.47,62.97,57.77,64.87,69.1,66.27,58.47,63.77,73.03,60.43,61.77,62.13,77.37,59.2,71.83,77.93,63.13,68.47,57.1,57.9,55.2,65.0,54.5
1943,35.43,74.93,72.87,76.9,74.43,61.93,60.5,65.6,80.97,75.6,-999.0,58.57,58.6,62.23,62.47,68.63,67.87,76.33,59.17,65.3,53.2,54.0,52.6,66.2,74.77,57.93,71.2,55.6,63.97,55.17,63.13,69.23,66.8,55.8,61.5,73.57,61.43,59.3,60.7,74.67,60.23,69.2,77.03,64.33,67.57,53.87,58.77,52.93,63.63,57.9
1944,32.7,76.37,75.17,74.17,72.13,61.63,61.07,65.87,81.97,75.87,-999.0,61.53,57.27,65.0,64.7,69.2,67.8,79.37,59.9,65.4,53.7,57.23,55.0,68.6,77.43,56.8,70.43,54.77,63.87,55.67,63.87,67.17,64.07,57.13,63.03,74.47,60.73,60.33,61.37,75.13,60.03,69.87,77.8,63.03,66.67,54.73,59.67,57.17,63.6,56.7
1945,29.17,77.47,73.7,76.33,72.23,61.17,62.07,68.33,82.2,77.03,-999.0,60.57,54.87,63.43,64.07,70.47,69.7,79.77,60.87,67.5,52.97,55.7,51.7,67.93,77.93,53.43,72.7,51.73,64.87,56.3,65.53,70.73,64.2,58.13,63.57,74.67,58.8,61.43,62.47,76.4,60.13,71.43,79.9,61.57,69.23,55.5,55.9,54.27,66.07,54.37
1946,32.1,76.63,74.67,72.2,69.53,57.07,65.2,69.63,83.17,76.4,-999.0,62.1,51.03,67.63,68.9,66.93,72.03,79.0,63.97,69.43,57.4,60.57,53.03,69.53,77.6,48.97,72.83,51.1,60.6,60.37,68.13,67.57,59.9,62.23,68.0,73.27,55.3,65.2,64.8,75.93,56.3,72.8,77.4,58.2,70.6,59.8,53.57,57.67,69.6,51.13
1947,33.03,76.67,75.33,74.63,71.73,60.23,63.0,67.53,81.67,75.07,-999.0,62.83,54.3,65.53,65.53,71.6,70.23,80.23,62.17,67.07,56.87,59.07,54.47,69.63,77.97,52.93,70.57,53.87,64.4,59.67,65.7,69.2,64.1,60.73,64.9,76.03,58.37,63.23,63.0,73.73,60.07,72.2,80.43,60.9,67.77,58.77,55.77,57.3,65.97,54.17
1948,28.37,75.3,73.97,75.0,72.13,60.2,63.93,67.23,82.5,75.57,-999.0,63.1,54.83,65.27,65.17,70.17,69.47,78.33,62.97,66.6,56.83,59.07,57.13,68.9,75.6,56.43,70.93,58.17,64.4,59.97,66.23,68.27,64.63,60.37,64.13,74.63,57.53,62.47,63.7,74.23,61.9,70.67,77.93,61.47,67.5,58.57,55.5,58.53,65.13,55.47
